node_1|node_2|edge|chunk_id
điều 122 của bộ luật|thời gian quy định|khoản 4 Điều 122 quy định thời hiệu xử lý kỷ luật lao động|656427845b7347619c71bfc44ebf7a97
người sử dụng lao động|quyết định xử lý kỷ luật lao động|phải ban hành|9be00bc28a4345fbaf017720f34c47cf
người sử dụng lao động|thời hạn|trong|9be00bc28a4345fbaf017720f34c47cf
người sử dụng lao động|khoản 1|tại|9be00bc28a4345fbaf017720f34c47cf
người sử dụng lao động|khoản 2|tại|9be00bc28a4345fbaf017720f34c47cf
quyết định xử lý kỷ luật lao động|thời hạn|trong|9be00bc28a4345fbaf017720f34c47cf
quyết định xử lý kỷ luật lao động|khoản 1|tại|9be00bc28a4345fbaf017720f34c47cf
quyết định xử lý kỷ luật lao động|khoản 2|tại|9be00bc28a4345fbaf017720f34c47cf
hình thức xử lý kỷ luật lao động|khiển trách|Hình thức xử lý kỷ luật lao động có một trong những hình thức là khiển trách.|2d0f34b7d47a423083931d04fdb9a09e
thời hạn|nâng lương|kéo dài|46f262bd03c649f98a68f6167c4cf514
nâng lương|tháng|06|46f262bd03c649f98a68f6167c4cf514
cách chức|chức vụ|Cách chức is related to chức vụ in the context of job position|7d3d0b3c7dee499a9dfbcd512027a38a
sa thải|nguyên nhân|Sa thải liên quan đến nguyên nhân mà người lao động bị sa thải.|61f3f415a8074e9c8771c7efd9c2ce75
hình thức xử lý kỷ luật sa thải|người sử dụng lao động|Người sử dụng lao động áp dụng hình thức xử lý kỷ luật sa thải.|88e51f49103744e69e1cd08ce6134e2e
người lao động|hành vi trộm cắp|Người lao động có hành vi trộm cắp.|88e51f49103744e69e1cd08ce6134e2e
người lao động|tham ô|Người lao động có hành vi tham ô.|88e51f49103744e69e1cd08ce6134e2e
người lao động|đánh bạc|Người lao động có hành vi đánh bạc.|88e51f49103744e69e1cd08ce6134e2e
người lao động|cố ý gây thương tích|Người lao động có hành vi cố ý gây thương tích.|88e51f49103744e69e1cd08ce6134e2e
người lao động|sử dụng ma tuý|Người lao động có hành vi sử dụng ma tuý tại nơi làm việc.|88e51f49103744e69e1cd08ce6134e2e
người lao động|tiết lộ bí mật kinh doanh|Người lao động có hành vi tiết lộ bí mật kinh doanh.|88e51f49103744e69e1cd08ce6134e2e
người lao động|bí mật công nghệ|Người lao động có hành vi tiết lộ bí mật công nghệ.|88e51f49103744e69e1cd08ce6134e2e
người lao động|xâm phạm quyền sở hữu trí tuệ của người sử dụng lao động|Người lao động có hành vi xâm phạm quyền sở hữu trí tuệ của người sử dụng lao động.|88e51f49103744e69e1cd08ce6134e2e
người lao động|gây thiệt hại nghiêm trọng hoặc đe dọa gây thiệt hại đặc biệt nghiêm trọng về tài sản, lợi ích của người sử dụng lao động|Người lao động có hành vi gây thiệt hại nghiêm trọng hoặc đe dọa gây thiệt hại đặc biệt nghiêm trọng về tài sản, lợi ích của người sử dụng lao động.|88e51f49103744e69e1cd08ce6134e2e
người lao động|quấy rối tình dục|Người lao động có hành vi quấy rối tình dục tại nơi làm việc được quy định trong nội quy lao động.|88e51f49103744e69e1cd08ce6134e2e
người lao động|xử lý kỷ luật|Người lao động bị xử lý kỷ luật kéo dài thời hạn nâng lương hoặc cách chức mà tái phạm trong thời gian chưa xóa kỷ luật.|88e51f49103744e69e1cd08ce6134e2e
người lao động|tự ý bỏ việc|Người lao động tự ý bỏ việc không có lý do chính đáng.|88e51f49103744e69e1cd08ce6134e2e
điều 126|legal provision|Điều 126 is a legal provision|889c09e24b384f0db9839a207c5a4821
người lao động|kỷ luật|bị xử lý kỷ luật|64775da2955e41efa9e9ad69fa252aca
người lao động|xóa kỷ luật|được xóa kỷ luật sau khi không tiếp tục vi phạm kỷ luật lao động|64775da2955e41efa9e9ad69fa252aca
kỷ luật|thời hạn chấp hành kỷ luật lao động|giảm thời hạn chấp hành kỷ luật lao động sau khi sửa chữa tiến bộ|64775da2955e41efa9e9ad69fa252aca
hành vi|xử lý kỷ luật lao động|kỷ luật lao động liên quan đến các hành vi nghiêm cấm|225528060a7f44218a937be9636a7e05
hành vi|xâm phạm|hành vi xâm phạm sức khỏe, danh dự, tính mạng, uy tín, nhân phẩm|225528060a7f44218a937be9636a7e05
hành vi|người lao động|hành vi xâm phạm ảnh hưởng đến người lao động|225528060a7f44218a937be9636a7e05
xử lý kỷ luật lao động|phạt tiền, cắt lương|xử lý kỷ luật lao động có thể bao gồm việc áp dụng hình thức phạt tiền hoặc cắt lương thay vì việc xử lý truyền thống|bb5d6b5cab614a669804339f432c0b1f
xử lý kỷ luật lao động|người lao động|xử lý kỷ luật lao động đối với người lao động có hành vi vi phạm không được quy định trong nội quy lao động hoặc không thỏa thuận trong hợp đồng lao động đã giao kết hoặc pháp luật về lao động không có quy định|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người sử dụng lao động|người sử dụng lao động có quyền tạm đình chỉ công việc của người lao động khi vụ việc vi phạm có những tình tiết phức tạp nếu xét thấy để người lao động tiếp tục làm việc sẽ gây khó khăn cho việc xác minh|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người lao động|việc tạm đình chỉ công việc của người lao động chỉ được thực hiện sau khi tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở mà người lao động đang bị xem xét tạm đình chỉ công việc là thành viên|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|thời hạn|thời hạn tạm đình chỉ công việc không được quá 15 ngày, trường hợp đặc biệt không được quá 90 ngày|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người lao động|trong thời gian bị tạm đình chỉ công việc, người lao động được tạm ứng 50% tiền lương trước khi bị đình chỉ công việc|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người sử dụng lao động|hết thời hạn tạm đình chỉ công việc, người sử dụng lao động phải nhận người lao động trở lại làm việc|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người lao động|người lao động bị xử lý kỷ luật lao động, người lao động cũng không phải trả lại số tiền lương đã tạm ứng|bb5d6b5cab614a669804339f432c0b1f
tạm đình chỉ công việc|người lao động|trường hợp người lao động không bị xử lý kỷ luật lao động thì được người sử dụng lao động trả đủ tiền lương cho thời gian bị tạm đình chỉ công việc|bb5d6b5cab614a669804339f432c0b1f
người lao động|dụng cụ, thiết bị|Người lao động làm hư hỏng dụng cụ, thiết bị|aae29900f70f44cda3e6a1062cf52257
người lao động|người sử dụng lao động|Người lao động phải bồi thường tài sản của người sử dụng lao động|aae29900f70f44cda3e6a1062cf52257
người sử dụng lao động|nội quy lao động|phải bồi thường theo quy định của pháp luật hoặc nội quy lao động của người sử dụng lao động|aae29900f70f44cda3e6a1062cf52257
người lao động|tài sản|phải bồi thường thiệt hại tài sản của người sử dụng lao động|aae29900f70f44cda3e6a1062cf52257
người lao động|sơ suất|người lao động gây thiệt hại không nghiêm trọng do sơ suất với giá trị không quá 10 tháng lương tối thiểu vùng|aae29900f70f44cda3e6a1062cf52257
người lao động|người sử dụng lao động|người lao động gây thiệt hại tài sản của người sử dụng lao động|aae29900f70f44cda3e6a1062cf52257
người lao động|tiền lương|người lao động phải bồi thường nhiều nhất là 03 tháng tiền lương|aae29900f70f44cda3e6a1062cf52257
người lao động|người sử dụng lao động|làm mất dụng cụ, thiết bị, tài sản của người sử dụng lao động|aae29900f70f44cda3e6a1062cf52257
người sử dụng lao động|hợp đồng trách nhiệm|phải bồi thường theo hợp đồng trách nhiệm|aae29900f70f44cda3e6a1062cf52257
thiên tai, hỏa hoạn, địch họa, dịch bệnh nguy hiểm, thảm họa, sự kiện xảy ra khách quan|người lao động|Không phải bồi thường|aae29900f70f44cda3e6a1062cf52257
mức bồi thường thiệt hại|người lao động|phải căn cứ vào lỗi, mức độ thiệt hại thực tế và hoàn cảnh thực tế gia đình, nhân thân và tài sản của người lao động|1146c646e34b4aa6a00a85a6758c7ab5
mức bồi thường thiệt hại|quy định|Chính phủ quy định trình tự, thủ tục, thời hiệu xử lý việc bồi thường thiệt hại|1146c646e34b4aa6a00a85a6758c7ab5
người bị xử lý kỷ luật lao động|trách nhiệm vật chất|bị tạm đình chỉ công việc hoặc phải bồi thường theo chế độ trách nhiệm vật chất nếu thấy không thỏa đáng có quyền khiếu nại với người sử dụng lao động, với cơ quan có thẩm quyền theo quy định của pháp luật hoặc yêu cầu giải quyết tranh chấp lao động theo trình tự do pháp luật quy định|1146c646e34b4aa6a00a85a6758c7ab5
chính phủ|điều 131|Chính phủ quy định chi tiết Điều này|1146c646e34b4aa6a00a85a6758c7ab5
pháp luật về an toàn, vệ sinh lao động|người sử dụng lao động|pháp luật về an toàn, vệ sinh lao động được tuân thủ bởi người sử dụng lao động|2a004e1cb3634c90ab5540e3cf9b53c2
pháp luật về an toàn, vệ sinh lao động|người lao động|pháp luật về an toàn, vệ sinh lao động được tuân thủ bởi người lao động|2a004e1cb3634c90ab5540e3cf9b53c2
pháp luật về an toàn, vệ sinh lao động|cơ quan, tổ chức, cá nhân có liên quan đến lao động, sản xuất, kinh doanh|pháp luật về an toàn, vệ sinh lao động được tuân thủ bởi cơ quan, tổ chức, cá nhân có liên quan đến lao động, sản xuất, kinh doanh|2a004e1cb3634c90ab5540e3cf9b53c2
chính phủ|chương trình quốc gia về an toàn, vệ sinh lao động|quyết định|df8f24745079418d82610aef64c2a5cf
ủy ban nhân dân cấp tỉnh|hội đồng nhân dân cùng cấp|trình|df8f24745079418d82610aef64c2a5cf
ủy ban nhân dân cấp tỉnh|chương trình an toàn, vệ sinh lao động của địa phương|quyết định|df8f24745079418d82610aef64c2a5cf
ủy ban nhân dân cấp tỉnh|đưa vào kế hoạch phát triển kinh tế - xã hội|đưa vào|df8f24745079418d82610aef64c2a5cf
người sử dụng lao động|các giải pháp|thực hiện đầy đủ các giải pháp nhằm bảo đảm an toàn, vệ sinh lao động tại nơi làm việc|af54abae2cd14a60836d3bb36bc58e03
người lao động|quy định, nội quy, quy trình, yêu cầu về an toàn, vệ sinh lao động|chấp hành quy định, nội quy, quy trình, yêu cầu về an toàn, vệ sinh lao động|af54abae2cd14a60836d3bb36bc58e03
